complaint, summary
"THE CONTACT OWNS A 2002 FORD EXPLORER. THE CONTACT STATED THAT THE TRANSMISSION SWITCHED TO 4 WHEEL DRIVE INDEPENDENTLY AND CAUSED THE VEHICLE TO STALL. THE CONTACT WAS ABLE TO RESTART THE VEHICLE BUT THE FAILURE RECURRED. THE CONTACT MENTIONED THAT THE TRANSFER CASING AND IGNITION COILS NEEDED TO BE REPLACED. THE VEHICLE WAS REPAIRED BUT THE FAILURE RECURRED. THE DEALER AND MANUFACTURER WERE NOTIFIED OF THE FAILURES. THE FAILURE MILEAGE WAS 80,000.","Transmission switches to 4 wheel drive independently, vehicle stalls, transfer casing and ignition coils need replacement, repaired but failure recurs, dealer and manufacturer notified."
"THE CONTACT STATED THE RADIATOR STARTED GOING OUT ON THE 2002 FORD EXPLORER. THE RADIATOR WAS REPAIRED TWICE. HE ALSO STATED THE BRAKES HAD TO BE REPAIRED FREQUENTLY. RECENTLY, HE NOTICED A SMELL OF BURNT RUBBER THROUGH THE AIR VENTS. IN ADDITION, THERE WERE ELECTRICAL PROBLEMS. THE CONSUMER STATED THE VEHICLE WAS OVERHEATING. THE TIRES WERE ALSO A PROBLEM. THE DEALER ADVISED THE CONSUMER THE TIRE SIZE THAT WAS INSTALLED ON THE VEHICLE WAS NOT THE CORRECT SIZE. THE CONSUMER STATED WHENEVER HE WAS DRIVING ON THE FREEWAY, HE WOULD SMELL BURNT RUBBER. THE CONSUMER NOTICED THE RADIATOR LEAKED COOLANT, THE BRAKES WERE SQUEAKING AND VIBRATING. THE VEHICLE HAD TO BE TOWED TO A REPAIR SHOP FOR SERVICE.","Radiator going out, brakes need frequent fixing, smelling burnt rubber through air vents, electrical shortage, wrong tire size, overheating, vehicle towed to repair shop for service."
"THE CONTACT STATED THE VEHICLE WOULD GET STUCK IN PARK. THIS HAD BEEN GOING ON FOR SOME TIME, BUT IT DIDN'T OCCUR VERY OFTEN. WHEN IT DID HAPPEN, THE VEHICLE WOULD BE STUCK FOR A FEW MINUTES. THE VEHICLE WAS TAKEN TO THE DEALER A FEW TIMES AND THE PROBLEM COULD NOT BE DUPLICATED. THE DEALER REPLACED THE BRAKE SWITCH, BUT THE FAILURE CONTINUED. THE CONTACT HAD THE VEHICLE TOWED TO A DEALER AND THEY STATED NOTHING WAS WRONG WITH THE VEHICLE. THE VEHICLE WAS CURRENTLY STUCK IN PARK. THE FAILURE MILEAGE WAS 93964.","Vehicle gets stuck in park, issue occurred intermittently for some time, taken to dealer, brake switch replaced but failure continued, dealer states nothing wrong with vehicle, currently stuck in park."
"THE CONSUMER STATED THE HOME FIRE HAZARD CREATED BY FAULTY DESIGN OF NON UL APPROVED PERSONAL SNOW PLOW USE FOR SUV MANUFACTURED BY WESTERN PRODUCTS. SNOW PLOW ELECTRIC MOTOR WAS UNFUSED AND OVERHEATED NOT RESPONDING TO THE COMMAN CONTROLLER SHORTING OUT AND CAUSING A SERIOUS EXPENSIVE FIRE.","Faulty design of personal snow plow created home fire hazard, electric motor unfused and overheated causing fire."
"THE UPPER BOLT ON THE DRIVER'S SIDE HIGH BACK SEAT BROKE WHILE DRIVING AT HIGHWAY SPEEDS. AS A RESULT, THE SEAT BACK WOULD FALL BACKWARDS. IT WAS VERY DIFFICULT TO DRIVE WITH THE SEAT BACK IN THAT POSITION. THE DEALER REPLACED THE BROKEN BOLT AND ATTACHED THE SEAT BACK. THE MANUFACTURER WAS NOTIFIED, BUT OFFERED NO ASSISTANCE. AFTER THE BOLT WAS REPLACED, THE CONSUMER LEARNED THE UPPER BOLT ON THE PASSENGER SIDE HIGH BACK SEAT HAD BROKEN.  ","Upper bolt on driver's side high back seat broke while driving at highway speeds, seat back fell backwards, difficult to drive, dealer replaced bolt and attached seat back, manufacturer notified, no assistance provided, upper bolt on passenger side high back seat also broken."
"OCCASIONALLY, THE VEHICLE WOULD NOT START. THE CONSUMER WOULD HAVE TO WAIT APPROXIMATELY 15 MINUTES BEFORE THE VEHICLE WOULD START. THE DEALER WAS UNABLE TO DUPLICATE OR CORRECT THE PROBLEM.","Vehicle occasionally would not start, consumer would have to wait approximately 15 minutes before vehicle would start, dealer unable to duplicate or correct problem."
"WHILE DRIVING 30 MPH, THE ENGINE BEGAN TO ACCELERATE ON ITS OWN. THE VEHICLE WAS TAKEN TO THE DEALER FOR INSPECTION. THE MECHANIC WAS UNABLE TO DUPLICATE THE PROBLEM. *TC","Engine began to accelerate on its own while driving 30 MPH, taken to dealer, mechanic unable to duplicate problem."
"THE STEERING WHEEL LOCKS INTERMITTENTLY WHILE DRIVING. THIS PROBLEM OCCURS WHETHER THE VEHICLE IS IN MOTION OR NOT. THE CONSUMER TURNED THE VEHICLE OFF AND RESTARTED IT, WHICH CORRECTED THE PROBLEM. THE VEHICLE HAS BEEN TO THE DEALER NUMEROUS TIMES, BUT THE PROBLEM STILL EXISTS.  ","Steering wheel locks intermittently while driving, problem occurs while vehicle is in motion or not, restarting vehicle corrects problem, dealer unable to fix problem."
"THE REAR HATCH DOOR AND BACK DOOR WINDOW WOULD NOT OPEN.THE REAR WINDOW DEFROSTER LIGHT WOULD FLASH ON AND OFF WHEN THE DOORS WERE UNLOCKED OR THE DOORS WERE OPEN.  ","Rear hatch door and back door window would not open, rear window defroster light would flash on and off when doors were unlocked or open."
"WHILE DRIVING AT ANY SPEED AND WITH NO WARNING STEERING WHEEL WILL LOCK UP, AND CONSUMER WILL LOOSE CONTROL OF VEHICLE. DEALER HAS BEEN CONTACTED. PLEASE PROVIDE FURTHER DETAILS.  ","While driving at any speed, steering wheel locks up without warning, causing loss of control of vehicle."
"THE CONSUMER STATED WHILE DRIVING, THE STEERING WHEEL LOCKED UP, MAKING IT IMPOSSIBLE TO CONTROL THE VEHICLE. THE CONSUMER CONTINUED TO EXPERIENCE THIS PROBLEM EVERY SIX MONTHS. THE MANUFACTURER WAS NOTIFIED, BUT OFFERED NO ASSISTANCE.   ","While driving, steering wheel locked up making it impossible to control vehicle, problem occurred every six months, manufacturer notified, no assistance provided."
"WHILE DRIVING 30 MPH, THE STEERING WHEEL LOCKED UP WITHOUT WARNING. ","Steering wheel locked up while driving 30 MPH without warning."
"THE CONTACT OWNS A 2002 FORD EXPLORER. WHILE DRIVING APPROXIMATELY 35 MPH, THE REAR DRIVER'S SIDE TIRE DETACHED FROM THE VEHICLE WITHOUT WARNING. THE VEHICLE WAS TOWED TO A TIRE REPAIR SHOP WHERE THE CONTACT WAS INFORMED THAT THE LUG NUTS WERE MISSING. THE CONTACT FILED A REPORT WITH THE MANUFACTURER AND WAS INFORMED THAT THE VEHICLE WAS INCLUDED IN NHTSA CAMPAIGN NUMBER: 06E026000 (WHEELS:CAP/COVER/HUB). THE FAILURE AND CURRENT MILEAGES WERE 168,000.","Rear driver's side tire detached from vehicle while driving 35 MPH, lug nuts missing, vehicle towed to tire repair shop, informed vehicle included in recall, manufacturer notified."
"THE CONTACT OWNS A 2002 FORD EXPLORER. WHILE DRIVING 5 MPH, THE DRIVER'S SEAT LATCH FAILED. AS A RESULT, THE CONTACT FELL OUT OF THE SEAT. THE DEALER STATED THAT THE FAILURE WAS UNCOMMON. THE CONTACT HAS HAD THE SEAT REPAIRED SIX TIMES AND THE FAILURE CONTINUES TO OCCUR. THE CURRENT MILEAGE WAS 91,000 AND FAILURE MILEAGE WAS 42,000.","Driver's seat latch failed while driving 5 MPH, contact fell out of seat, dealer stated failure was uncommon, seat repaired six times but failure persists."
"THE CONTACT OWNS A 2002 FORD EXPLORER. WHILE DRIVING 5 MPH, THE DRIVER'S SEAT LATCH FAILED. AS A RESULT, THE CONTACT FELL OUT OF THE SEAT. THE DEALER STATED THAT THE FAILURE WAS UNCOMMON. THE CONTACT HAS HAD THE SEAT REPAIRED SIX TIMES AND THE FAILURE CONTINUES TO OCCUR. THE CURRENT MILEAGE WAS 91,000 AND FAILURE MILEAGE WAS 42,000.","Driver's seat latch failed while driving 5 MPH, contact fell out of seat, dealer stated failure was uncommon, seat repaired six times but failure persists."
"CONSUMER STATED THE VEHICLE WAS IN A FRONT END COLLISION, AND THE AIR BAGS DID NOT DEPLOY. AS A RESULT, CONSUMER RECEIVED MINOR INJURIES.","Vehicle involved in front-end collision, air bags did not deploy, consumer received minor injuries."
"WHILE DRIVING AT 25 MPH, THE STEERING WHEEL LOCKED.  ","While driving at 25 MPH, steering wheel locked."
"WHILE DRIVING 30 MPH, THE CONTACT HEARD A LOUD NOISE. THE VEHICLE WAS TAKEN TO THE DEALER WHO DETERMINED THAT THE FRONT PASSENGER SIDE LOWER BALL JOINT AND FRONT DRIVERS SIDE BALL JOINT NEEDED TO BE REPLACED.  ","While driving 30 MPH, contact heard loud noise, vehicle taken to dealer, front passenger side lower ball joint and front driver's side ball joint needed to be replaced."
"THE CONSUMER STATED THE PASSENGER FRONT SEAT SPLIT IN THE MIDDLE AND THE BACK OF THE SEAT BROKE.  ","Passenger front seat split in the middle and the back broke."
"THE CONSUMER STATED THE DOOR AJAR LIGHT ILLUMINATED ON THE DASHBOARD. THE VEHICLE WAS TAKEN TO THE DEALER WHO DIAGNOSED THE PROBLEM AS A FAULTY DOOR LATCH.  ","Door ajar light illuminated on the dashboard, dealer diagnosed problem as faulty door latch."
"CONSUMER STATED THE DRIVER'S SEAT MOVES BACK AND FORTH WHEN DRIVING. THE SEAT WAS REPLACED ONCE, HOWEVER THE PROBLEM STILL EXISTS.  ","Driver's seat moves back and forth while driving, seat replaced once but problem still exists."
"THE CONSUMER STATED WHILE DRIVING, THE VEHICLE LURCHED FORWARD WITHOUT WARNING.  ","While driving, vehicle lurched forward without warning."
"THE CONSUMER STATED THE VEHICLE STALLED SEVERAL TIMES WHILE DRIVING.  ","Vehicle stalled several times while driving."
"THE CONSUMER STATED THE VEHICLE WOULD SQUEAL WHEN TURNING TO THE RIGHT. THE VEHICLE WAS TAKEN TO THE DEALER FOR INSPECTION, HOWEVER THE MECHANIC WAS UNABLE TO DUPLICATE THE PROBLEM.  ","Vehicle would squeal when turning right, taken to dealer, mechanic unable to duplicate problem."
"THE CONSUMER STATED THE STEERING WHEEL BECAME DIFFICULT TO TURN WHILE DRIVING.  ","Steering wheel became difficult to turn while driving."
"THE CONSUMER STATED THE DRIVER'S SEAT ADJUSTMENT WAS INOPERABLE. THE VEHICLE WAS TAKEN TO THE DEALER WHO REPLACED THE DRIVER'S SEAT.  ","Driver's seat adjustment inoperable, dealer replaced driver's seat."
"THE CONTACT STATED WHILE DRIVING THE VEHICLE SHUT OFF WITHOUT WARNING, AND IT WOULD NOT RESTART.  ","Vehicle shut off while driving without warning and would not restart."
"THE CONTACT STATED THE VEHICLE HAD A NASTY SMELL COMING FROM THE VENTS, AND IT MADE A LOUD NOISE. THE VEHICLE WAS TAKEN TO THE DEALER WHO REPLACED THE BLOWER MOTOR.  ","Vehicle had nasty smell coming from vents and made a loud noise, blower motor replaced by dealer."
"THE CONTACT STATED WHILE DRIVING THE VEHICLE SHUT OFF WITHOUT WARNING, AND IT WOULD NOT RESTART.  ","Vehicle shut off while driving without warning and would not restart."
"THE CONTACT STATED WHILE DRIVING AT 35 MPH THE VEHICLE SHUT OFF WITHOUT WARNING.  ","While driving at 35 MPH, vehicle shut off without warning."
"THE CONSUMER STATED WHILE DRIVING AT ANY SPEED THE STEERING WHEEL LOCKED UP.  ","While driving at any speed, steering wheel locked up."
"THE CONTACT STATED WHILE DRIVING 40 MPH, THE VEHICLE SHUT OFF WITHOUT WARNING.  ","While driving 40 MPH, vehicle shut off without warning."
"THE CONTACT STATED THE VEHICLE HAD A NASTY SMELL COMING FROM THE VENTS, AND IT MADE A LOUD NOISE. THE VEHICLE WAS TAKEN TO THE DEALER WHO REPLACED THE BLOWER MOTOR.  ","Vehicle had a nasty smell coming from vents and made a loud noise, blower motor replaced by dealer."
"THE CONSUMER STATED THE STEERING WHEEL WOULD LOCK UP WITHOUT WARNING WHILE DRIVING.  ","Steering wheel would lock up without warning while driving."
"THE CONTACT STATED THE VEHICLE HAD A NASTY SMELL COMING FROM THE VENTS AND IT MADE A LOUD NOISE. THE VEHICLE WAS TAKEN TO THE DEALER WHO REPLACED THE BLOWER MOTOR.  ","Vehicle had a nasty smell coming from vents and made a loud noise, blower motor replaced by dealer."
"THE CONTACT STATED WHILE DRIVING 35 MPH THE VEHICLE SHUT OFF WITHOUT WARNING.  ","While driving 35 MPH, vehicle shut off without warning."
"THE CONSUMER STATED WHILE DRIVING AT ANY SPEED THE STEERING WHEEL LOCKED UP.  ","While driving at any speed, steering wheel locked up."
"THE CONTACT STATED WHILE DRIVING 40 MPH, THE VEHICLE SHUT OFF WITHOUT WARNING.  ","While driving 40 MPH, vehicle shut off without warning."
"THE CONTACT STATED THE VEHICLE HAD A NASTY SMELL COMING FROM THE VENTS AND IT MADE A LOUD NOISE. THE VEHICLE WAS TAKEN TO THE DEALER WHO REPLACED THE BLOWER MOTOR.  ","Vehicle had a nasty smell coming from vents and made a loud noise, blower motor replaced by dealer."
"THE CONSUMER STATED THE STEERING WHEEL WOULD LOCK UP WITHOUT WARNING WHILE DRIVING.  ","Steering wheel would lock up without warning while driving."
"After jumping the vehicle due to dead battery gear shifter snapped when shifting car into drive. Vehicle stuck in reverse also need a new transmission. Form cars are worthless! Don't buy a Ford!! The shift lever literally snapped off at the steering column while putting the car into drive. Car couldn't be shifted into park still running. Keys couldn't even be removed to turn the car off. Very dangerous. Seems like a fairly common problem among 2002 Ford Explorer owners. Many complaints filed here: https://www.carcomplaints.com/ford/explorer/2002/accessories-interior/gear_shift_lever_fell_off-2.shtml","Gear shifter snapped when shifting car into drive after jumping vehicle due to dead battery. Vehicle stuck in reverse, needs new transmission. Numerous complaints about gear shift lever falling off in 2002 Ford Explorers."
"Rear window hinges failed on one side of the vehicle requiring both hinges that holds the rear window glass in place to be replaced. Dealer was able to repair hinges but the rear window is now unable to be opened due to latch being damaged by hinges and dealer informed me that they could not fix the latch that was attached to the rear window. They referred me to a glass repair shop to do the repair.","Rear window hinges failed, requiring replacement. Rear window now unable to be opened due to latch damage. Dealer referred to glass repair shop for repair."
"The contact owns a 2002 Ford Explorer. The contact stated that there was a loud abnormal noise and noticed that the sun roof was detached. The vehicle was taken to an unknown independent mechanic who stated that the manufacturer discontinued the part. The dealer was not contacted. The manufacturer was notified of the failure and confirmed that the sun roofs were discontinued. The approximate failure mileage was 160000.","Loud abnormal noise, sunroof detached. Manufacturer discontinued part. Approximate mileage 160,000."
"I went to open my back window and it broke. I have had many other problems with my SUV. I was parked in a parking lot.","Back window broke while opening. Multiple other problems with SUV."
"OD light flashing rebuilds transmission and nothing changes. I see a lot of complaints about this problem on Explorers, Rangers, and Mustangs.","OD light flashing, transmission rebuilds ineffective. Common problem across multiple Ford models."
"The timing belts broke and damaged the engine. Truck has less than 100,000 miles.","Timing belts broke, damaged engine. Truck has less than 100,000 miles."
"Transmission failed on a major highway.","Transmission failed while driving on a major highway."
"Transmissions going out. It started all of a sudden with a vibration in transmission. After driving for a while in the higher gears, the OD light came on and flashed for a while.","Transmissions failing, starting with vibration and OD light flashing."
"The contact owns a 2002 Ford Explorer. While driving approximately 60 mph, the vehicle crashed into a median, spun around, and landed in a ravine. The airbags did not deploy. A police report was filed and there were no injuries. The vehicle was towed to Garners Towing in Miami OK. The manufacturer was not notified of the issue. The approximate failure mileage was 215000.","Vehicle crashed into median and ravine at 60 mph, airbags did not deploy. No injuries reported. Approximate mileage 215,000."
"The contact owns a 2002 Ford Explorer. On several occasions while driving, the 4WD auto high or low failed to operate. While accelerating, the contact attempted to use the cruise control and although the green cruise control indicator illuminated, the vehicle failed to engage. A dealer was not notified. The vehicle was not diagnosed or repaired. The manufacturer was not notified of the failure. The failure mileage was 108742.","4WD auto high or low failed to operate while driving. Cruise control failed to engage despite indicator illuminating. Approximate mileage 108,742."
"The rear stabilizer links just broke out of nowhere. Not even to latest later the front stabilizer links just broke out of nowhere and I have no steering. A whole lot of loose control.","Rear stabilizer links broke suddenly, followed by front stabilizer links. Loss of steering control."
"Transmission needs to be rebuilt with only 88000 miles on engine.","Transmission needs rebuilding at 88,000 miles."
"I do not know when the problem originated but I bought this vehicle in April 2016 and gas could not flow into the tank freely without stopping. It had to trickle in slowly. Also, the check fuel cap came on during this issue but when tested passed as if nothing was wrong. Too many other owners report the same issue on Explorer forums for this to be an isolated occurrence. It seems this is faulty design or workmanship and owners should be informed and the vehicles recalled.","Gas could not flow freely into tank, had to trickle in slowly. Check fuel cap light came on. Numerous other owners report same issue on Explorer forums. Appears to be faulty design or workmanship."
"The contact owns a 2002 Ford Explorer. While driving approximately 35 mph, the vehicle independently accelerated without warning. The vehicle was not diagnosed or repaired. The manufacturer was not made aware of the failure. The failure mileage was unknown.","Vehicle independently accelerated to 35 mph without warning. Manufacturer not notified."
"Upon beginning to drive home from work the transmission failed when shifting from second to third gear. There is no longer a third gear in my automatic transmission. In order to get home I had to manually shift with gear shifter and attempt to skip over third gear. Was driving on city streets. Vehicle has 174000 miles on it.","Transmission failed while shifting from second to third gear. No longer has third gear. Manual shifting required to get home. Vehicle has 174,000 miles."
"The contact owns a 2002 Ford Explorer. While the vehicle was idling at a stop light, the overdrive warning indicator illuminated and the vehicle stalled several times. In addition, the vehicle was difficult to shift into second and third gear as well as drive which was when the intermittent stall failure occurred. The vehicle was not diagnosed or repaired. The manufacturer was notified of the failures. The vehicle was parked and unable to be driven due to the intermittent failures. The approximate failure mileage was 200000.","Vehicle stalled at stop light, overdrive warning illuminated. Difficulty shifting into gears, intermittent stalls. Manufacturer notified. Approximate mileage 200,000."
"Transmission out for 3rd time.","Transmission failed for the third time."
"""Takata recall"" I only want to know whether a recall was issued.","Inquiry about Takata recall."
"Rear window exploded overnight while parked in driveway. We live in Southern CA and it was a rare cold night with lows in the 30's. Security cameras verified no one or no object damaged the window. It just exploded while parked. The glass was strewn across a 3 car driveway.","Rear window exploded overnight in driveway during rare cold night. No evidence of external cause."
"The door locks lock and unlock all by themselves dozens of times in a row while I am driving. With this, the dome light flashes off and on and the door ajar light flashes and the interior chime goes off constantly. All of this happens at the same time. This is a huge and common issue with thousands of forum posts by other owners who have spent countless $$ at mechanics to no avail. This can cause wrecks at night it is very distracting. Especially the dome light.","Door locks malfunction, locking and unlocking repeatedly while driving. Dome light, door ajar light, and interior chime also malfunction. Common issue among owners."
